8,0.005,0.059
8,0.015,0.059
8,0.015,0.059
8,0.01,0.059
8,0.015,0.059
8,0.015,0.059
8,0.01,0.054
8,0.02,0.054
8,0.015,0.059
8,0.02,0.059
8,0.015,0.054
8,0.02,0.054
8,0.01,0.054
8,0.005,0.054
8,0.02,0.054
8,0.01,0.054
8,0.024,0.059
8,0.015,0.054
8,0.02,0.054
8,0.01,0.054
8,0.024,0.059
8,0.01,0.054
8,0.015,0.054
8,0.01,0.049
8,0.024,0.064
8,0.015,0.064
8,0.01,0.054
8,0.01,0.049
8,0.024,0.059
8,0.015,0.064
8,0.005,0.059
8,0.015,0.054
8,0.01,0.054
8,0.015,0.054
8,0.015,0.054
8,0.02,0.054
8,0.029,0.064
8,0.015,0.054
8,0.02,0.054
8,0.005,0.054
8,0.015,0.054
8,0.015,0.054
8,0.015,0.054
8,0.029,0.059
8,0.024,0.049
8,0.015,0.054
8,0.015,0.049
8,0.005,0.049
8,0.024,0.054
8,0.015,0.049
8,0.02,0.357
8,0.015,0.347
8,0.015,0.352
8,0.02,0.362
8,0.015,0.362
8,0.015,0.386
8,0.02,0.381
8,0.015,0.386
8,0.02,0.396
8,0.015,0.391
8,0.02,0.396
8,0.02,0.391
8,0.02,0.401
8,0.02,0.406
8,0.02,0.396
8,0.02,0.411
8,0.024,0.411
8,0.034,0.42
8,0.02,0.396
8,0.02,0.411
8,0.02,0.411
8,0.02,0.401
8,0.02,0.396
8,0.02,0.411
8,0.02,0.415
8,0.02,0.415
8,0.02,0.411
8,0.015,0.43
8,0.02,0.425
8,0.02,0.435
8,0.02,0.425
8,0.02,0.415
8,0.02,0.42
8,0.02,0.425
8,0.02,0.415
8,0.02,0.411
8,0.02,0.415
8,0.029,0.415
8,0.02,0.406
8,0.02,0.411
8,0.02,0.406
8,0.02,0.401
8,0.02,0.415
8,0.01,0.42
8,0.015,0.415
8,0.02,0.42
8,0.02,0.411
8,0.005,0.425
8,0.02,0.42
8,0.02,0.425
8,0.02,0.264
8,0.02,0.283
8,0.015,0.274
8,0.015,0.274
8,0.02,0.274
8,0.02,0.274
8,0.015,0.279
8,0.02,0.274
8,0.02,0.264
8,0.015,0.259
8,0.02,0.254
8,0.015,0.244
8,0.01,0.235
8,0.02,0.23
8,0.015,0.215
8,0.015,0.2
8,0.015,0.196
8,0.02,0.196
8,0.02,0.181
8,0.02,0.191
8,0.02,0.191
8,0.02,0.191
8,0.015,0.181
8,0.02,0.181
8,0.02,0.181
8,0.029,0.171
8,0.02,0.171
8,0.02,0.171
8,0.02,0.171
8,0.029,0.161
8,0.02,0.166
8,0.02,0.166
8,0.02,0.166
8,0.024,0.152
8,0.02,0.156
8,0.02,0.156
8,0.02,0.156
8,0.024,0.147
8,0.02,0.152
8,0.02,0.147
8,0.02,0.142
8,0.024,0.132
8,0.02,0.137
8,0.02,0.132
8,0.02,0.132
8,0.024,0.122
8,0.02,0.127
8,0.015,0.117
8,0.024,0.112
8,0.02,0.117
8,0.015,0.059
8,0.02,0.064
8,0.015,0.059
8,0.02,0.054
8,0.015,0.064
8,0.024,0.054
8,0.015,0.059
8,0.015,0.059
8,0.02,0.059
8,0.015,0.064
8,0.024,0.054
8,0.02,0.059
8,0.02,0.059
8,0.02,0.068
8,0.024,0.054
8,0.02,0.059
8,0.02,0.049
8,0.024,0.054
8,0.02,0.059
8,0.02,0.059
8,0.02,0.054
8,0.02,0.054
8,0.02,0.054
8,0.02,0.039
8,0.02,0.054
8,0.02,0.054
8,0.015,0.039
8,0.02,0.064
8,0.02,0.054
8,0.02,0.054
8,0.02,0.039
8,0.015,0.064
